office,town,candidate,party,votes,vote_percent
State Representative 85,Wallingford,Weston Ulbrich,R,5383,45.46%
State Representative 85,Wallingford,Weston Ulbrich,IND,203,1.71%
State Representative 85,Wallingford,Mary Mushinsky,WF,198,1.67%
State Representative 86,Wallingford,"Vincent J. Mase, Sr.",D,337,37.28%
State Representative 86,Wallingford,Vincent J. Candelora,R,545,60.29%
State Representative 86,Wallingford,Vincent J. Candelora,IND,22,2.43%
State Representative 90,Wallingford,Jim Jinks,D,4532,45.49%
State Representative 90,Wallingford,Craig Fishbein,R,4929,49.47%
State Representative 90,Wallingford,Craig Fishbein,IND,243,2.44%
State Representative 90,Wallingford,Jim Jinks,WF,259,2.60%
State Representative 103,Wallingford,Liz Linehan,D,1168,51.66%
State Representative 103,Wallingford,Pam Salamone,R,1061,46.93%
State Representative 103,Wallingford,Pam Salamone,IND,32,1.42%
Registrar of Voters,Wallingford,Robert Avery,D,11504,47.16%
Registrar of Voters,Wallingford,Joan Parisi,R,12888,52.84%
Presidential Electors for,Warren,Biden and Harris,D,465,49.21%
Presidential Electors for,Warren,Trump and Pence,R,470,49.74%
Presidential Electors for,Warren,Jorgensen and Cohen,LI,9,0.95%
Presidential Electors for,Warren,Hawkins and Walker,G,1,0.11%
Presidential Electors for,Warren,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Warren,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Warren,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Warren,Howard and Howard,WI,0,0.00%
Presidential Electors for,Warren,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Warren,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Warren,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Warren,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Warren,Wells and Wells,WI,0,0.00%
Presidential Electors for,Warren,West and Tidball,WI,0,0.00%
Representative in Congress 05,Warren,Jahana Hayes,D,433,46.66%
Representative in Congress 05,Warren,David X. Sullivan,R,468,50.43%
Representative in Congress 05,Warren,Bruce W. Walczak,IND,10,1.08%
Representative in Congress 05,Warren,Jahana Hayes,WF,17,1.83%
State Senator 30,Warren,David R. Gronbach,D,362,39.22%
State Senator 30,Warren,Craig Miner,R,535,57.96%
State Senator 30,Warren,Joseph A. Bongiorno,IND,9,0.98%
State Senator 30,Warren,David R. Gronbach,WF,17,1.84%
State Representative 66,Warren,Matthew D. Dyer,D,376,41.27%
State Representative 66,Warren,David T. Wilson,R,499,54.77%
State Representative 66,Warren,David T. Wilson,IND,18,1.98%
State Representative 66,Warren,Matthew D. Dyer,WF,18,1.98%
Registrar of Voters,Warren,Jon P. Garvey,D,405,44.95%
Registrar of Voters,Warren,Richard Valine,R,496,55.05%
Presidential Electors for,Washington,Biden and Harris,D,1461,64.42%
Presidential Electors for,Washington,Trump and Pence,R,770,33.95%
Presidential Electors for,Washington,Jorgensen and Cohen,LI,25,1.10%
Presidential Electors for,Washington,Hawkins and Walker,G,12,0.53%
Presidential Electors for,Washington,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Washington,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Washington,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Washington,Howard and Howard,WI,0,0.00%
Presidential Electors for,Washington,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Washington,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Washington,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Washington,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Washington,Wells and Wells,WI,0,0.00%
Presidential Electors for,Washington,West and Tidball,WI,0,0.00%
Representative in Congress 05,Washington,Jahana Hayes,D,1371,61.26%
Representative in Congress 05,Washington,David X. Sullivan,R,798,35.66%
Representative in Congress 05,Washington,Bruce W. Walczak,IND,19,0.85%
Representative in Congress 05,Washington,Jahana Hayes,WF,50,2.23%
State Senator 32,Washington,Jeffrey Desmarais,D,1320,60.05%
State Senator 32,Washington,Eric C. Berthel,R,878,39.95%
State Representative 69,Washington,Michele Zommer,D,1304,59.49%
State Representative 69,Washington,Cindy Harrison,R,888,40.51%
Registrar of Voters,Washington,Denise E.S. Arturi,D,1408,64.15%
Registrar of Voters,Washington,Lois Pinney,R,787,35.85%
Presidential Electors for,Waterbury,Biden and Harris,D,21573,59.75%
Presidential Electors for,Waterbury,Trump and Pence,R,14157,39.21%
Presidential Electors for,Waterbury,Jorgensen and Cohen,LI,249,0.69%
Presidential Electors for,Waterbury,Hawkins and Walker,G,118,0.33%
Presidential Electors for,Waterbury,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Waterbury,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Waterbury,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Waterbury,Howard and Howard,WI,0,0.00%
Presidential Electors for,Waterbury,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Waterbury,Simmons and Roze,WI,1,0.00%
Presidential Electors for,Waterbury,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Waterbury,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Waterbury,Wells and Wells,WI,0,0.00%
Presidential Electors for,Waterbury,West and Tidball,WI,9,0.02%
Representative in Congress 03,Waterbury,Rosa L. DeLauro,D,3187,50.75%
Representative in Congress 03,Waterbury,Margaret Streicker,R,2666,42.45%
Representative in Congress 03,Waterbury,Margaret Streicker,IND,144,2.29%
Representative in Congress 03,Waterbury,Rosa L. DeLauro,WF,190,3.03%
Representative in Congress 03,Waterbury,Justin C. Paglino,G,93,1.48%
Representative in Congress 05,Waterbury,Jahana Hayes,D,17867,62.96%
Representative in Congress 05,Waterbury,David X. Sullivan,R,9255,32.61%
Representative in Congress 05,Waterbury,Bruce W. Walczak,IND,252,0.89%
Representative in Congress 05,Waterbury,Jahana Hayes,WF,1003,3.53%
State Senator 15,Waterbury,Joan V. Hartley,D,16772,84.08%
State Senator 15,Waterbury,Joan V. Hartley,IND,3176,15.92%
State Senator 16,Waterbury,Jack Perry,D,4623,58.26%
State Senator 16,Waterbury,Rob Sampson,R,2958,37.28%
State Senator 16,Waterbury,Jack Perry,IND,207,2.61%
State Senator 16,Waterbury,Jack Perry,WF,147,1.85%
State Senator 16,Waterbury,Paul J. Small,WI,0,0.00%
State Representative 71,Waterbury,Anthony J. D'Amelio,R,3988,100.00%
State Representative 72,Waterbury,Larry B. Butler,D,4269,69.18%
State Representative 72,Waterbury,Vernon R. Matthews,R,1668,27.03%
State Representative 72,Waterbury,Larry B. Butler,IND,234,3.79%
State Representative 73,Waterbury,"Ronald A. Napoli, Jr.",D,5702,80.39%
State Representative 73,Waterbury,"Ronald A. Napoli, Jr.",IND,1029,14.51%
State Representative 73,Waterbury,"Ronald A. Napoli, Jr.",WF,362,5.10%
State Representative 74,Waterbury,Michael DiGiovancarlo,D,4261,50.56%
State Representative 74,Waterbury,Stephanie Cummings,R,3539,42.00%
State Representative 74,Waterbury,Stephanie Cummings,IND,431,5.11%
State Representative 74,Waterbury,Michael DiGiovancarlo,WF,196,2.33%
State Representative 75,Waterbury,"Geraldo C. Reyes, Jr.",D,3542,100.00%
Registrar of Voters,Waterbury,Teresa Begnal,D,19655,60.56%
Registrar of Voters,Waterbury,Timothy DeCarlo,R,11305,34.83%
Registrar of Voters,Waterbury,Michael Telesca,IND,1495,4.61%
Presidential Electors for,Waterford,Biden and Harris,D,6917,56.16%
Presidential Electors for,Waterford,Trump and Pence,R,5124,41.60%
Presidential Electors for,Waterford,Jorgensen and Cohen,LI,190,1.54%
Presidential Electors for,Waterford,Hawkins and Walker,G,82,0.67%
Presidential Electors for,Waterford,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Waterford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Waterford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Waterford,Howard and Howard,WI,0,0.00%
Presidential Electors for,Waterford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Waterford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Waterford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Waterford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Waterford,Wells and Wells,WI,0,0.00%
Presidential Electors for,Waterford,West and Tidball,WI,2,0.02%
Representative in Congress 02,Waterford,Joe Courtney,D,7261,60.46%
Representative in Congress 02,Waterford,Justin Anderson,R,4132,34.41%
Representative in Congress 02,Waterford,Joe Courtney,WF,338,2.81%
Representative in Congress 02,Waterford,Daniel Reale,LI,108,0.90%
Representative in Congress 02,Waterford,Cassandra Martineau,G,169,1.41%
Representative in Congress 02,Waterford,John M. Traceski,WI,1,0.01%
State Senator 20,Waterford,Martha Marx,D,5235,43.74%
State Senator 20,Waterford,Paul M. Formica,R,6372,53.24%
State Senator 20,Waterford,Joseph Taraya,IND,148,1.24%
State Senator 20,Waterford,Martha Marx,WF,213,1.78%
State Representative 38,Waterford,Baird Welch-Collins,D,5866,49.12%
State Representative 38,Waterford,Kathleen M. McCarty,R,5710,47.81%
State Representative 38,Waterford,Kathleen M. McCarty,IND,367,3.07%
Registrar of Voters,Waterford,Julie Watson Jones,D,6265,53.98%
Registrar of Voters,Waterford,Patti Waters,R,5342,46.02%
Presidential Electors for,Watertown,Biden and Harris,D,4612,36.16%
Presidential Electors for,Watertown,Trump and Pence,R,7976,62.54%
Presidential Electors for,Watertown,Jorgensen and Cohen,LI,128,1.00%
Presidential Electors for,Watertown,Hawkins and Walker,G,38,0.30%
Presidential Electors for,Watertown,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Watertown,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Watertown,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Watertown,Howard and Howard,WI,0,0.00%
Presidential Electors for,Watertown,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Watertown,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Watertown,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Watertown,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Watertown,Wells and Wells,WI,0,0.00%
Presidential Electors for,Watertown,West and Tidball,WI,0,0.00%
Representative in Congress 05,Watertown,Jahana Hayes,D,4455,35.95%
Representative in Congress 05,Watertown,David X. Sullivan,R,7629,61.56%
Representative in Congress 05,Watertown,Bruce W. Walczak,IND,125,1.01%
Representative in Congress 05,Watertown,Jahana Hayes,WF,184,1.48%
State Senator 32,Watertown,Jeffrey Desmarais,D,4208,34.17%
State Senator 32,Watertown,Eric C. Berthel,R,8106,65.83%
State Representative 68,Watertown,Sean Butterly,D,4077,32.77%
State Representative 68,Watertown,Joseph Polletta,R,8082,64.96%
State Representative 68,Watertown,Joseph Polletta,IND,282,2.27%
Registrar of Voters,Watertown,Debra A. Hughes,D,4399,36.39%
Registrar of Voters,Watertown,Robert M. Porter,R,7690,63.61%
Presidential Electors for,Westbrook,Biden and Harris,D,2288,53.07%
Presidential Electors for,Westbrook,Trump and Pence,R,1958,45.42%
Presidential Electors for,Westbrook,Jorgensen and Cohen,LI,45,1.04%
Presidential Electors for,Westbrook,Hawkins and Walker,G,18,0.42%
Presidential Electors for,Westbrook,Carroll and Patel,WI,1,0.02%
Presidential Electors for,Westbrook,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Westbrook,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Westbrook,Howard and Howard,WI,0,0.00%
Presidential Electors for,Westbrook,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Westbrook,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Westbrook,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Westbrook,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Westbrook,Wells and Wells,WI,0,0.00%
Presidential Electors for,Westbrook,West and Tidball,WI,1,0.02%
Representative in Congress 02,Westbrook,Joe Courtney,D,2248,53.95%
Representative in Congress 02,Westbrook,Justin Anderson,R,1730,41.52%
Representative in Congress 02,Westbrook,Joe Courtney,WF,100,2.40%
Representative in Congress 02,Westbrook,Daniel Reale,LI,35,0.84%
Representative in Congress 02,Westbrook,Cassandra Martineau,G,54,1.30%
Representative in Congress 02,Westbrook,John M. Traceski,WI,0,0.00%
State Senator 33,Westbrook,Norm Needleman,D,1922,45.82%
State Senator 33,Westbrook,Brendan Saunders,R,2152,51.30%
State Senator 33,Westbrook,Norm Needleman,IND,121,2.88%
State Representative 23,Westbrook,David A. Rubino,D,706,38.98%
State Representative 23,Westbrook,Devin R. Carney,R,1019,56.27%
State Representative 23,Westbrook,Devin R. Carney,IND,64,3.53%
State Representative 23,Westbrook,David A. Rubino,WF,22,1.21%
State Representative 35,Westbrook,Christine Goupil,D,994,42.62%
State Representative 35,Westbrook,"John L. Hall, III",R,1246,53.43%
State Representative 35,Westbrook,Christine Goupil,IND,42,1.80%
State Representative 35,Westbrook,Christine Goupil,WF,25,1.07%
State Representative 35,Westbrook,John May,G,25,1.07%
Registrar of Voters,Westbrook,James Crawford,D,2223,53.63%
Registrar of Voters,Westbrook,Teresa Alaimo,R,1922,46.37%
Presidential Electors for,West Hartford,Biden and Harris,D,27298,75.22%
Presidential Electors for,West Hartford,Trump and Pence,R,8451,23.29%
Presidential Electors for,West Hartford,Jorgensen and Cohen,LI,379,1.04%
Presidential Electors for,West Hartford,Hawkins and Walker,G,143,0.39%
Presidential Electors for,West Hartford,Carroll and Patel,WI,12,0.03%
Presidential Electors for,West Hartford,Charles and Wallace,WI,1,0.00%
Presidential Electors for,West Hartford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,West Hartford,Howard and Howard,WI,1,0.00%
Presidential Electors for,West Hartford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,West Hartford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,West Hartford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,West Hartford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,West Hartford,Wells and Wells,WI,1,0.00%
Presidential Electors for,West Hartford,West and Tidball,WI,5,0.01%
Representative in Congress 01,West Hartford,John B. Larson,D,24632,69.30%
Representative in Congress 01,West Hartford,Mary Fay,R,9540,26.84%
Representative in Congress 01,West Hartford,John B. Larson,WF,912,2.57%
Representative in Congress 01,West Hartford,Thomas E. McCormick,G,460,1.29%
State Senator 05,West Hartford,Derek Slap,D,25474,72.16%
State Senator 05,West Hartford,Phillip Chabot,R,9014,25.54%
State Senator 05,West Hartford,Joelle Nawrocki,IND,812,2.30%
State Representative 18,West Hartford,Jillian Gilchrest,D,9030,72.72%
State Representative 18,West Hartford,Rick Bush,R,3387,27.28%
State Representative 19,West Hartford,Tammy Exum,D,8846,100.00%
State Representative 20,West Hartford,Kate Farrar,D,8382,90.64%
State Representative 20,West Hartford,Kate Farrar,WF,866,9.36%
Registrar of Voters,West Hartford,Beth Sweeney,D,24624,70.75%
Registrar of Voters,West Hartford,Beth Kyle,R,10182,29.25%
Presidential Electors for,West Haven,Biden and Harris,D,14245,63.02%
Presidential Electors for,West Haven,Trump and Pence,R,8126,35.95%
Presidential Electors for,West Haven,Jorgensen and Cohen,LI,145,0.64%
Presidential Electors for,West Haven,Hawkins and Walker,G,89,0.39%
Presidential Electors for,West Haven,Carroll and Patel,WI,0,0.00%
Presidential Electors for,West Haven,Charles and Wallace,WI,0,0.00%
Presidential Electors for,West Haven,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,West Haven,Howard and Howard,WI,0,0.00%
Presidential Electors for,West Haven,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,West Haven,Simmons and Roze,WI,0,0.00%
Presidential Electors for,West Haven,Simmons and Dow,WI,0,0.00%
Presidential Electors for,West Haven,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,West Haven,Wells and Wells,WI,0,0.00%
Presidential Electors for,West Haven,West and Tidball,WI,0,0.00%
Representative in Congress 03,West Haven,Rosa L. DeLauro,D,13519,61.02%
Representative in Congress 03,West Haven,Margaret Streicker,R,7416,33.47%
Representative in Congress 03,West Haven,Margaret Streicker,IND,362,1.63%
Representative in Congress 03,West Haven,Rosa L. DeLauro,WF,605,2.73%
Representative in Congress 03,West Haven,Justin C. Paglino,G,254,1.15%
State Senator 10,West Haven,Gary Winfield,D,6285,70.72%
State Senator 10,West Haven,Carlos M. Alvarado,R,2053,23.10%
State Senator 10,West Haven,Gary Winfield,WF,254,2.86%
State Senator 10,West Haven,Jason W. Bartlett,PC,295,3.32%
State Senator 14,West Haven,James Maroney,D,6796,53.49%
State Senator 14,West Haven,Michael Southworth,R,5448,42.88%
State Senator 14,West Haven,James Maroney,IND,227,1.79%
State Senator 14,West Haven,James Maroney,WF,235,1.85%
State Representative 115,West Haven,Dorinda Borer,D,6487,88.83%
State Representative 115,West Haven,Dorinda Borer,WF,816,11.17%
State Representative 116,West Haven,Michael DiMassa,D,4970,92.02%
State Representative 116,West Haven,Michael DiMassa,WF,431,7.98%
State Representative 117,West Haven,Tony Sutton,D,2434,41.39%
State Representative 117,West Haven,Charles Ferraro,R,3298,56.08%
State Representative 117,West Haven,Tony Sutton,IND,74,1.26%
State Representative 117,West Haven,Tony Sutton,WF,75,1.28%
Registrar of Voters,West Haven,Sherri Lepper,D,13015,62.79%
Registrar of Voters,West Haven,Jo Ann Callegari,R,7712,37.21%
Presidential Electors for,Weston,Biden and Harris,D,4733,72.50%
